Number,Status,Arrival,Departure,Count (nights),"Count (bed, nightly)",Requested category,Space category,Person count,Adults,Children
372698,Checked out,2023-10-03 15:17:13.219,2023-10-07 11:00:00.000,4,4,Comfort Double,Comfort Double,1,1,0
367198,Checked out,2023-10-03 13:21:57.318,2023-10-04 09:32:09.775,1,1,Comfort Double,Comfort Double,1,1,0
364366,Checked out,2023-10-03 12:47:54.262,2023-10-05 10:24:28.514,2,4,Comfort Double,Comfort Double,2,2,0
364811,Checked out,2023-10-03 13:17:50.679,2023-10-04 08:25:36.177,1,1,Comfort Double,Comfort Double,1,1,0
367423,Checked out,2023-10-03 13:22:22.344,2023-10-04 09:33:12.549,1,1,Comfort Double,Comfort Double,1,1,0
381491,Checked out,2023-10-03 22:12:16.867,2023-10-04 08:28:06.408,1,1,Comfort Double,Comfort Double,1,1,0
372710,Checked out,2023-10-03 18:45:15.036,2023-10-08 11:00:00.000,5,5,Comfort Double,Comfort Double,1,1,0
372705,Checked out,2023-10-03 14:29:28.423,2023-10-08 05:25:42.438,5,5,Comfort Double,Comfort Double,1,1,0
372704,Checked out,2023-10-03 14:21:58.253,2023-10-05 08:49:16.646,2,2,Comfort Double,Comfort Double,1,1,0
377311,Checked out,2023-10-03 17:21:23.790,2023-10-05 09:27:36.367,2,2,Comfort Double,Comfort Double,1,1,0
382661,Checked out,2023-10-03 13:03:32.927,2023-10-05 10:07:04.652,2,2,Comfort Double,Comfort Double,1,1,0
367413,Checked out,2023-10-03 16:42:10.765,2023-10-08 09:18:27.970,5,10,Comfort Double,Comfort Double,2,2,0
372708,Checked out,2023-10-03 12:37:52.059,2023-10-05 09:05:12.232,2,2,Comfort Double,Comfort Double,1,1,0
378764,Checked out,2023-10-03 18:48:46.707,2023-10-07 10:24:17.501,4,4,Comfort Double,Comfort Double,1,1,0
381122,Checked out,2023-10-03 18:46:58.161,2023-10-04 09:27:48.346,1,1,Comfort Double,Comfort Double,1,1,0
382852,Checked out,2023-10-03 19:41:46.209,2023-10-04 11:00:00.000,1,2,Comfort Accessible,Comfort Twin,2,2,0
361888,Checked out,2023-10-03 19:11:17.123,2023-10-05 10:07:15.131,2,2,Comfort Twin,Comfort Twin,1,1,0
379053,Checked out,2023-10-03 12:18:06.881,2023-10-04 08:47:16.827,1,1,Comfort Twin,Comfort Twin,1,1,0
377874,Checked out,2023-10-03 20:30:03.677,2023-10-06 11:00:00.000,3,3,Comfort Twin,Comfort Twin,1,1,0
378455,Checked out,2023-10-03 17:37:43.968,2023-10-05 09:16:06.269,2,2,Comfort Twin,Comfort Twin,1,1,0
377309,Checked out,2023-10-03 14:47:23.977,2023-10-04 09:46:40.801,1,2,Comfort Twin,Comfort Twin,2,2,0
361889,Checked out,2023-10-03 19:10:31.107,2023-10-04 09:09:18.735,1,1,Comfort Twin,Comfort Twin,1,1,0
381991,Checked out,2023-10-03 22:51:34.711,2023-10-05 10:05:13.272,2,2,Comfort Twin,Comfort Twin,1,1,0
372520,Checked out,2023-10-03 22:32:46.515,2023-10-04 08:00:00.000,1,3,Comfort Triple,Comfort Triple,3,3,0
382630,Checked out,2023-10-03 09:40:20.524,2023-10-04 11:00:00.000,1,3,Comfort Triple,Comfort Triple,3,3,0
362305,Checked out,2023-10-03 15:01:31.655,2023-10-07 11:00:00.000,4,12,Comfort Triple,Comfort Triple,3,3,0
381206,Checked out,2023-10-03 22:38:25.350,2023-10-04 06:03:44.020,1,1,Premium Double,Premium Double,1,1,0
381146,Checked out,2023-10-03 15:30:08.517,2023-10-04 14:00:00.000,1,1,Premium Double,Premium Double,1,1,0
378589,Checked out,2023-10-03 13:50:29.250,2023-10-04 11:00:00.000,1,2,Premium Double,Premium Double,2,2,0
360311,Checked out,2023-10-03 22:10:31.549,2023-10-10 11:48:08.464,7,14,Premium Double,Premium Double,2,2,0
382835,Checked out,2023-10-03 18:01:39.712,2023-10-05 08:18:13.604,2,2,Premium Double,Premium Double,1,1,0
369086,Checked out,2023-10-03 20:21:09.517,2023-10-08 10:07:46.940,5,10,Premium Double,Premium Double,2,2,0
371701,Checked out,2023-10-03 20:38:05.516,2023-10-07 10:29:55.923,4,8,Premium Double,Premium Double,2,2,0
382841,Checked out,2023-10-03 19:00:50.248,2023-10-04 09:54:27.619,1,1,Premium Twin,Premium Twin,1,1,0
382149,Checked out,2023-10-03 18:06:22.279,2023-10-04 10:57:31.450,1,1,Premium Twin,Premium Twin,1,1,0
367320,Checked out,2023-10-04 12:28:53.021,2023-10-06 08:35:52.856,2,2,Comfort Double,Comfort Double,1,1,0
367801,Checked out,2023-10-04 22:52:04.445,2023-10-11 11:00:00.000,7,7,Comfort Double,Comfort Double,1,1,0
367802,Checked out,2023-10-04 22:52:04.445,2023-10-11 11:00:00.000,7,7,Comfort Double,Comfort Double,1,1,0
367800,Checked out,2023-10-04 22:52:04.445,2023-10-11 11:00:00.000,7,7,Comfort Double,Comfort Double,1,1,0
380206,Checked out,2023-10-04 20:51:13.073,2023-10-06 09:11:30.098,2,2,Comfort Double,Comfort Double,1,1,0
378833,Checked out,2023-10-04 11:36:10.060,2023-10-06 08:49:29.318,2,2,Comfort Double,Comfort Double,1,1,0
382493,Checked out,2023-10-04 20:05:12.784,2023-10-08 08:26:22.243,4,4,Comfort Double,Comfort Double,1,1,0
367319,Checked out,2023-10-04 20:45:29.888,2023-10-06 08:23:23.376,2,2,Comfort Double,Comfort Double,1,1,0
350287,Checked out,2023-10-04 18:54:38.577,2023-10-07 07:16:30.153,3,3,Comfort Double,Comfort Double,1,1,0
335290,Checked out,2023-10-04 15:08:30.801,2023-10-07 10:45:45.200,3,6,Comfort Double,Comfort Double,2,2,0
368291,Checked out,2023-10-04 16:56:04.852,2023-10-07 06:21:05.294,3,3,Comfort Double,Comfort Double,1,1,0
376558,Checked out,2023-10-04 19:36:58.153,2023-10-05 08:56:33.040,1,1,Comfort Double,Comfort Double,1,1,0
382541,Checked out,2023-10-04 19:42:58.888,2023-10-06 11:00:00.000,2,4,Comfort Double,Comfort Double,2,2,0
365632,Checked out,2023-10-04 14:51:30.334,2023-10-07 04:59:28.581,3,6,Comfort Double,Comfort Double,2,2,0
359343,Checked out,2023-10-04 14:47:39.207,2023-10-07 06:45:34.693,3,6,Comfort Double,Comfort Double,2,2,0
380315,Checked out,2023-10-04 09:22:06.439,2023-10-07 10:14:29.415,3,6,Comfort Double,Comfort Double,2,2,0
376456,Checked out,2023-10-04 21:41:18.500,2023-10-07 09:32:21.530,3,3,Comfort Double,Comfort Double,1,1,0
376701,Checked out,2023-10-04 15:30:45.588,2023-10-07 09:49:27.125,3,3,Comfort Double,Comfort Double,1,1,0
380855,Checked out,2023-10-04 15:45:54.694,2023-10-08 08:41:09.721,4,8,Comfort Double,Comfort Double,2,2,0
382970,Checked out,2023-10-04 21:33:45.598,2023-10-05 08:42:04.530,1,1,Comfort Double,Comfort Double,1,1,0
357699,Checked out,2023-10-04 18:39:31.648,2023-10-08 08:04:08.553,4,4,Comfort Double,Comfort Double,1,1,0
368176,Checked out,2023-10-04 23:24:24.423,2023-10-07 11:00:00.000,3,3,Comfort Double,Comfort Double,1,1,0
379011,Checked out,2023-10-04 20:21:48.473,2023-10-08 10:43:17.615,4,4,Comfort Double,Comfort Double,1,1,0
380560,Checked out,2023-10-04 21:37:21.358,2023-10-05 10:07:14.289,1,1,Comfort Double,Comfort Double,1,1,0
379010,Checked out,2023-10-04 20:23:58.378,2023-10-08 10:42:51.614,4,4,Comfort Double,Comfort Double,1,1,0
350137,Checked out,2023-10-04 13:52:23.605,2023-10-08 07:00:59.377,4,4,Comfort Double,Comfort Double,1,1,0
382635,Checked out,2023-10-04 17:31:08.492,2023-10-05 08:48:42.425,1,1,Comfort Double,Comfort Double,1,1,0
339998,Checked out,2023-10-04 16:58:24.122,2023-10-08 07:39:20.218,4,8,Comfort Double,Comfort Double,2,2,0
350281,Checked out,2023-10-04 07:26:13.482,2023-10-07 08:16:10.509,3,6,Comfort Double,Comfort Double,2,2,0
357500,Checked out,2023-10-04 20:31:35.825,2023-10-09 10:48:02.277,5,10,Comfort Double,Comfort Double,2,2,0
372703,Checked out,2023-10-04 13:27:54.066,2023-10-05 08:49:43.937,1,1,Comfort Double,Comfort Double,1,1,0
366332,Checked out,2023-10-04 21:00:01.778,2023-10-06 09:19:42.046,2,2,Comfort Double,Comfort Double,1,1,0
379093,Checked out,2023-10-04 13:41:37.588,2023-10-06 09:15:44.634,2,2,Comfort Twin,Comfort Twin,1,1,0
382664,Checked out,2023-10-04 16:36:41.253,2023-10-06 08:53:29.956,2,4,Comfort Twin,Comfort Twin,2,2,0
382879,Checked out,2023-10-04 15:04:10.551,2023-10-06 11:00:00.000,2,4,Comfort Twin,Comfort Twin,2,2,0
381656,Checked out,2023-10-04 17:50:53.064,2023-10-06 09:01:07.803,2,2,Comfort Twin,Comfort Twin,1,1,0
378545,Checked out,2023-10-04 13:38:11.064,2023-10-06 09:06:06.894,2,2,Comfort Twin,Comfort Twin,1,1,0
382596,Checked out,2023-10-04 16:17:50.435,2023-10-05 08:52:37.761,1,1,Comfort Twin,Comfort Twin,1,1,0
381674,Checked out,2023-10-04 13:44:23.625,2023-10-05 11:00:00.000,1,1,Comfort Twin,Comfort Twin,1,1,0
350290,Checked out,2023-10-04 21:01:26.768,2023-10-07 10:30:51.718,3,3,Comfort Twin,Comfort Twin,1,1,0
382160,Checked out,2023-10-04 10:16:27.253,2023-10-05 08:41:13.608,1,1,Comfort Twin,Comfort Twin,1,1,0
357501,Checked out,2023-10-04 22:07:14.973,2023-10-09 10:38:48.520,5,10,Comfort Double,Comfort Twin,2,2,0
366327,Checked out,2023-10-04 17:34:00.193,2023-10-06 08:45:49.063,2,2,Comfort Twin,Comfort Twin,1,1,0
381673,Checked out,2023-10-04 13:45:41.370,2023-10-05 11:00:00.000,1,1,Comfort Twin,Comfort Twin,1,1,0
365662,Checked out,2023-10-04 16:57:53.957,2023-10-06 08:06:31.623,2,2,Comfort Twin,Comfort Twin,1,1,0
378718,Checked out,2023-10-04 14:22:09.325,2023-10-05 10:05:22.878,1,1,Comfort Twin,Comfort Twin,1,1,0
350286,Checked out,2023-10-04 20:19:51.419,2023-10-06 10:24:31.234,2,2,Comfort Twin,Comfort Twin,1,1,0
350291,Checked out,2023-10-04 19:03:48.500,2023-10-06 10:09:38.112,2,2,Comfort Twin,Comfort Twin,1,1,0
381747,Checked out,2023-10-04 17:23:39.957,2023-10-05 08:28:39.683,1,1,Comfort Twin,Comfort Twin,1,1,0
350289,Checked out,2023-10-04 20:15:42.339,2023-10-07 07:04:23.485,3,3,Comfort Twin,Comfort Twin,1,1,0
351113,Checked out,2023-10-04 12:09:40.908,2023-10-08 06:56:32.947,4,8,Comfort Twin,Comfort Twin,2,2,0
381006,Checked out,2023-10-04 15:27:04.985,2023-10-07 07:28:40.695,3,3,Comfort Twin,Comfort Twin,1,1,0
350292,Checked out,2023-10-04 23:12:07.494,2023-10-05 08:46:04.459,1,1,Comfort Twin,Comfort Twin,1,1,0
365814,Checked out,2023-10-04 17:42:24.458,2023-10-06 08:34:47.297,2,2,Comfort Twin,Comfort Twin,1,1,0
350293,Checked out,2023-10-04 20:37:31.002,2023-10-06 11:00:00.000,2,2,Comfort Twin,Comfort Twin,1,1,0
362328,Checked out,2023-10-04 18:18:05.838,2023-10-05 10:46:27.774,1,1,Comfort Twin,Comfort Twin,1,1,0
358471,Checked out,2023-10-04 19:30:36.007,2023-10-08 11:00:00.000,4,8,Comfort Twin,Comfort Twin,2,2,0
350285,Checked out,2023-10-04 20:27:14.636,2023-10-06 09:10:57.628,2,2,Comfort Twin,Comfort Twin,1,1,0
383033,Checked out,2023-10-04 15:54:11.005,2023-10-05 09:36:20.455,1,3,Comfort Triple,Comfort Triple,3,3,0
382876,Checked out,2023-10-04 21:58:32.975,2023-10-06 10:18:01.686,2,4,Comfort Triple,Comfort Triple,2,2,0
377580,Checked out,2023-10-04 14:10:02.605,2023-10-06 09:05:24.534,2,2,Premium Double,Premium Double,1,1,0
377506,Checked out,2023-10-04 20:53:25.419,2023-10-06 08:55:29.821,2,2,Premium Double,Premium Double,1,1,0
382081,Checked out,2023-10-04 20:32:12.983,2023-10-07 10:17:28.836,3,3,Premium Double,Premium Double,1,1,0
368764,Checked out,2023-10-04 15:18:03.446,2023-10-07 10:34:45.034,3,3,Premium Double,Premium Double,1,1,0
362327,Checked out,2023-10-04 18:20:00.128,2023-10-10 10:52:41.768,6,12,Premium Twin,Premium Twin,2,2,0
362326,Checked out,2023-10-04 18:19:09.621,2023-10-10 10:52:41.768,6,12,Premium Twin,Premium Twin,2,2,0
365663,Checked out,2023-10-05 22:48:37.183,2023-10-06 08:17:16.752,1,1,Comfort Accessible,Comfort Accessible,1,1,0
375838,Checked out,2023-10-05 17:34:11.312,2023-10-06 08:36:50.549,1,1,Comfort Double,Comfort Double,1,1,0
340621,Checked out,2023-10-05 14:35:21.225,2023-10-10 10:58:29.798,5,10,Comfort Double,Comfort Double,2,2,0
358726,Checked out,2023-10-05 14:41:17.093,2023-10-07 09:55:18.836,2,2,Comfort Double,Comfort Double,1,1,0
361598,Checked out,2023-10-05 16:03:00.003,2023-10-08 09:35:33.268,3,6,Comfort Double,Comfort Double,2,2,0
350490,Checked out,2023-10-05 12:12:37.360,2023-10-08 11:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
380802,Checked out,2023-10-05 20:01:34.993,2023-10-09 07:14:36.459,4,8,Comfort Double,Comfort Double,2,2,0
375841,Checked out,2023-10-05 17:36:33.466,2023-10-06 08:37:11.163,1,1,Comfort Double,Comfort Double,1,1,0
372699,Checked out,2023-10-05 18:09:59.883,2023-10-08 07:26:36.650,3,3,Comfort Double,Comfort Double,1,1,0
382502,Checked out,2023-10-05 20:35:39.310,2023-10-08 10:56:42.285,3,6,Comfort Double,Comfort Double,2,2,0
376417,Checked out,2023-10-05 14:50:19.826,2023-10-08 11:00:00.000,3,3,Comfort Double,Comfort Double,1,1,0
375840,Checked out,2023-10-05 17:32:34.077,2023-10-06 08:48:35.131,1,1,Comfort Double,Comfort Double,1,1,0
381962,Checked out,2023-10-05 08:00:41.581,2023-10-06 07:49:21.719,1,1,Comfort Double,Comfort Double,1,1,0
382091,Checked out,2023-10-05 21:51:55.583,2023-10-06 08:04:17.142,1,1,Comfort Double,Comfort Double,1,1,0
375842,Checked out,2023-10-05 17:36:55.011,2023-10-06 08:40:09.465,1,1,Comfort Double,Comfort Double,1,1,0
339950,Checked out,2023-10-05 16:06:53.479,2023-10-08 09:59:50.947,3,6,Comfort Double,Comfort Double,2,2,0
350288,Checked out,2023-10-05 22:05:35.462,2023-10-06 09:10:22.442,1,1,Comfort Double,Comfort Double,1,1,0
367944,Checked out,2023-10-05 12:58:50.997,2023-10-11 09:00:00.000,6,12,Comfort Double,Comfort Double,2,2,0
358731,Checked out,2023-10-05 11:44:25.297,2023-10-07 11:00:00.000,2,2,Comfort Double,Comfort Double,1,1,0
375836,Checked out,2023-10-05 17:30:18.579,2023-10-06 08:40:38.917,1,1,Comfort Double,Comfort Double,1,1,0
375837,Checked out,2023-10-05 17:33:22.453,2023-10-06 09:56:02.797,1,1,Comfort Double,Comfort Double,1,1,0
376374,Checked out,2023-10-06 03:40:20.783,2023-10-12 08:02:00.954,7,14,Comfort Double,Comfort Double,2,2,0
367642,Checked out,2023-10-05 18:05:55.332,2023-10-10 06:28:20.508,5,10,Comfort Double,Comfort Double,2,2,0
382817,Checked out,2023-10-05 22:38:03.157,2023-10-08 11:00:00.000,3,3,Comfort Double,Comfort Double,1,1,0
357081,Checked out,2023-10-05 20:39:07.617,2023-10-10 05:00:00.000,5,10,Comfort Double,Comfort Double,2,2,0
333498,Checked out,2023-10-05 19:21:01.556,2023-10-07 11:00:00.000,2,4,Comfort Double,Comfort Double,2,2,0
368563,Checked out,2023-10-05 17:03:33.478,2023-10-06 08:26:59.339,1,1,Comfort Double,Comfort Double,1,1,0
339949,Checked out,2023-10-05 15:14:59.315,2023-10-08 09:59:43.755,3,6,Comfort Double,Comfort Double,2,2,0
361930,Checked out,2023-10-05 17:19:52.435,2023-10-08 06:59:42.068,3,3,Comfort Double,Comfort Double,1,1,0
360762,Checked out,2023-10-05 11:41:28.642,2023-10-07 11:00:00.000,2,4,Comfort Double,Comfort Double,2,2,0
361972,Checked out,2023-10-05 23:33:11.318,2023-10-08 11:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
382497,Checked out,2023-10-05 10:53:22.058,2023-10-08 10:03:18.385,3,6,Comfort Double,Comfort Double,2,2,0
379070,Checked out,2023-10-05 22:05:54.184,2023-10-06 09:18:09.853,1,1,Comfort Double,Comfort Double,1,1,0
381347,Checked out,2023-10-05 21:38:36.696,2023-10-09 10:58:12.016,4,4,Comfort Double,Comfort Double,1,1,0
383048,Checked out,2023-10-05 22:20:33.408,2023-10-06 09:11:26.374,1,1,Comfort Double,Comfort Double,1,1,0
358715,Checked out,2023-10-05 12:11:06.103,2023-10-07 10:07:09.101,2,4,Comfort Twin,Comfort Twin,2,2,0
358723,Checked out,2023-10-05 10:41:47.332,2023-10-07 10:13:17.890,2,4,Comfort Twin,Comfort Twin,2,2,0
358713,Checked out,2023-10-05 12:31:16.874,2023-10-07 10:13:00.319,2,4,Comfort Twin,Comfort Twin,2,2,0
358721,Checked out,2023-10-05 14:42:15.836,2023-10-07 10:14:08.688,2,4,Comfort Twin,Comfort Twin,2,2,0
358727,Checked out,2023-10-05 10:37:08.825,2023-10-07 10:13:52.529,2,4,Comfort Twin,Comfort Twin,2,2,0
358729,Checked out,2023-10-05 10:40:43.484,2023-10-07 10:06:46.047,2,4,Comfort Twin,Comfort Twin,2,2,0
358716,Checked out,2023-10-05 10:37:41.102,2023-10-07 10:06:57.257,2,4,Comfort Twin,Comfort Twin,2,2,0
358732,Checked out,2023-10-05 10:38:42.963,2023-10-07 10:08:14.972,2,4,Comfort Twin,Comfort Twin,2,2,0
358711,Checked out,2023-10-05 14:43:05.701,2023-10-07 09:40:19.858,2,4,Comfort Twin,Comfort Twin,2,2,0
358728,Checked out,2023-10-05 14:41:48.085,2023-10-07 10:07:52.867,2,4,Comfort Twin,Comfort Twin,2,2,0
358712,Checked out,2023-10-05 14:43:31.661,2023-10-07 09:20:17.796,2,4,Comfort Twin,Comfort Twin,2,2,0
358720,Checked out,2023-10-05 13:26:36.735,2023-10-07 10:02:46.426,2,4,Comfort Twin,Comfort Twin,2,2,0
358717,Checked out,2023-10-05 12:18:12.767,2023-10-07 10:02:30.378,2,4,Comfort Twin,Comfort Twin,2,2,0
358722,Checked out,2023-10-05 12:13:31.128,2023-10-07 10:02:35.619,2,4,Comfort Twin,Comfort Twin,2,2,0
358730,Checked out,2023-10-05 12:31:42.550,2023-10-07 10:03:38.289,2,4,Comfort Twin,Comfort Twin,2,2,0
358714,Checked out,2023-10-05 12:30:36.015,2023-10-07 09:40:02.203,2,4,Comfort Twin,Comfort Twin,2,2,0
358725,Checked out,2023-10-05 11:40:51.260,2023-10-07 10:07:40.327,2,4,Comfort Twin,Comfort Twin,2,2,0
358724,Checked out,2023-10-05 11:43:48.274,2023-10-07 10:02:47.719,2,4,Comfort Twin,Comfort Twin,2,2,0
358719,Checked out,2023-10-05 13:57:05.866,2023-10-07 10:03:00.889,2,4,Comfort Twin,Comfort Twin,2,2,0
358718,Checked out,2023-10-05 11:39:50.630,2023-10-07 10:16:46.466,2,4,Comfort Twin,Comfort Twin,2,2,0
375839,Checked out,2023-10-05 17:34:42.573,2023-10-06 08:11:00.266,1,1,Comfort Double,Comfort Triple,1,1,0
348299,Checked out,2023-10-05 16:49:30.554,2023-10-11 04:20:21.098,6,18,Comfort Triple,Comfort Triple,3,3,0
360313,Checked out,2023-10-05 21:10:07.597,2023-10-08 11:00:00.000,3,6,Premium Double,Premium Double,2,2,0
383145,Checked out,2023-10-05 16:35:21.912,2023-10-06 09:14:43.148,1,1,Premium Double,Premium Double,1,1,0
382667,Checked out,2023-10-05 16:51:06.997,2023-10-08 08:30:32.151,3,6,Premium Twin,Premium Twin,2,2,0
381749,Checked out,2023-10-06 23:07:09.124,2023-10-09 10:12:42.686,3,6,Comfort Double,Comfort Double,2,2,0
382562,Checked out,2023-10-07 01:13:17.623,2023-10-08 11:00:00.000,2,2,Comfort Double,Comfort Double,1,1,0
383093,Checked out,2023-10-06 21:27:16.188,2023-10-09 09:27:25.198,3,3,Comfort Double,Comfort Double,1,1,0
382549,Checked out,2023-10-06 19:57:28.517,2023-10-07 11:00:00.000,1,2,Comfort Twin,Comfort Double,2,2,0
382472,Checked out,2023-10-06 12:17:37.389,2023-10-09 09:54:11.101,3,3,Comfort Double,Comfort Double,1,1,0
382792,Checked out,2023-10-06 16:17:13.072,2023-10-08 11:00:00.000,2,4,Comfort Double,Comfort Double,2,2,0
360778,Checked out,2023-10-06 11:46:12.284,2023-10-10 08:00:00.000,4,8,Comfort Double,Comfort Double,2,2,0
383074,Checked out,2023-10-06 17:53:21.447,2023-10-07 11:00:00.000,1,1,Comfort Double,Comfort Double,1,1,0
382615,Checked out,2023-10-06 11:52:18.338,2023-10-08 07:43:06.731,2,4,Comfort Double,Comfort Double,2,2,0
382561,Checked out,2023-10-07 01:12:24.357,2023-10-08 10:45:54.867,2,2,Comfort Double,Comfort Double,1,1,0
335975,Checked out,2023-10-06 15:07:33.396,2023-10-09 11:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
378938,Checked out,2023-10-06 19:14:55.374,2023-10-11 04:27:07.336,5,10,Comfort Double,Comfort Double,2,2,0
383321,Checked out,2023-10-06 18:22:45.628,2023-10-07 11:00:00.000,1,2,Comfort Double,Comfort Double,2,2,0
383076,Checked out,2023-10-06 14:21:55.310,2023-10-08 06:16:29.301,2,2,Comfort Double,Comfort Double,1,1,0
342051,Checked out,2023-10-06 13:37:30.179,2023-10-09 08:27:34.596,3,6,Comfort Double,Comfort Double,2,2,0
342052,Checked out,2023-10-06 13:38:19.392,2023-10-09 08:56:08.458,3,3,Comfort Double,Comfort Double,1,1,0
357404,Checked out,2023-10-06 16:46:39.687,2023-10-09 10:40:23.941,3,6,Comfort Double,Comfort Double,2,2,0
355817,Checked out,2023-10-06 16:15:11.383,2023-10-08 07:44:28.233,2,4,Comfort Double,Comfort Double,2,2,0
355818,Checked out,2023-10-06 16:16:06.330,2023-10-08 08:05:35.937,2,4,Comfort Double,Comfort Double,2,2,0
361752,Checked out,2023-10-06 19:00:46.687,2023-10-21 08:03:15.917,15,15,Comfort Double,Comfort Double,1,1,0
383079,Checked out,2023-10-06 12:13:18.569,2023-10-07 10:43:34.737,1,1,Comfort Double,Comfort Double,1,1,0
382085,Checked out,2023-10-06 17:59:01.398,2023-10-07 11:00:00.000,1,2,Comfort Double,Comfort Double,2,2,0
